Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Steps to Execute,Expected Result,Actual Result,Status,Executed,QA Name,Misc (Comments),Priority,Is Automated
Security,TC_LOGIN_083,Verify account lockout after multiple failed attempts [Data set 3],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_084,Verify account lockout after multiple failed attempts [Data set 4],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_085,Verify account lockout after multiple failed attempts [Data set 5],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_086,Verify account lockout after multiple failed attempts [Data set 6],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_087,Verify account lockout after multiple failed attempts [Data set 7],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_088,Verify account lockout after multiple failed attempts [Data set 8],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_089,Verify account lockout after multiple failed attempts [Data set 9],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Security,TC_LOGIN_090,Verify account lockout after multiple failed attempts [Data set 10],User has a registered Shopify account and is on the shopify.com login page,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,1. Enter incorrect password 5 times consecutively,Account is temporarily locked or CAPTCHA is triggered,,Not Executed,No,,,High,No
Positive,TC_LOGIN_091,Verify logout functionality [Data set 1],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,Yes
Positive,TC_LOGIN_092,Verify logout functionality [Data set 2],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,No
Positive,TC_LOGIN_093,Verify logout functionality [Data set 3],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,No
Positive,TC_LOGIN_094,Verify logout functionality [Data set 4],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,Yes
Positive,TC_LOGIN_095,Verify logout functionality [Data set 5],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,No
Positive,TC_LOGIN_096,Verify logout functionality [Data set 6],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,No
Positive,TC_LOGIN_097,Verify logout functionality [Data set 7],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,Yes
Positive,TC_LOGIN_098,Verify logout functionality [Data set 8],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,No
Positive,TC_LOGIN_099,Verify logout functionality [Data set 9],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,No
Positive,TC_LOGIN_100,Verify logout functionality [Data set 10],User has a registered Shopify account and is on the shopify.com login page,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,1. Log in successfully | 2. Click on account menu | 3. Click 'Log out',User is logged out and redirected to the login/home page,,Not Executed,No,,,High,Yes
Positive,TC_VALID_LOGIN_001,Verify login with valid email and valid password [Data set 1],"User has an active, registered Shopify account on shopify.com",1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,Not Executed,No,,,High,Yes
Positive,TC_VALID_LOGIN_002,Verify login with valid email and valid password [Data set 2],"User has an active, registered Shopify account on shopify.com",1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,Not Executed,No,,,High,No
Positive,TC_VALID_LOGIN_003,Verify login with valid email and valid password [Data set 3],"User has an active, registered Shopify account on shopify.com",1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,Not Executed,No,,,High,No
Positive,TC_VALID_LOGIN_004,Verify login with valid email and valid password [Data set 4],"User has an active, registered Shopify account on shopify.com",1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,Not Executed,No,,,High,Yes
Positive,TC_VALID_LOGIN_005,Verify login with valid email and valid password [Data set 5],"User has an active, registered Shopify account on shopify.com",1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,Not Executed,No,,,High,No
Positive,TC_VALID_LOGIN_006,Verify login with valid email and valid password [Data set 6],"User has an active, registered Shopify account on shopify.com",1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,1. Enter registered email | 2. Enter correct password | 3. Click 'Log in',User is authenticated and redirected to their account dashboard,,Not Executed,No,,,High,No
